female,race,age,education,income,married,unemployed,homemaker,rellig,attend,pid7_r,pid2_r,ideology_c,followpol,campint,vote12,who12,who12_r,voteprim,whoprim,whoprim_r,whoprim_trump,intendvote,intendwho,intend_r,intend_trump,intendstrength,intendstrength_trump,vote16,who16,who16_r,who16_trump,prefercand,prefertrump,switch_trump,switch_trumpr,abstainer_r,abstainer_trump,new_r,switcher_r,demangry_rc,demhope,demafraid_rc,demproud,demdisgust_rc,demaffect,repangry_rc,rephope,repafraid_rc,repproud,repdisgust_rc,repaffect,femscale,femscale_rc,antifemscale,tradfamily,womenmedia,womenfavors,womenprob,womendisc,sexismremarks,sexismfail,sexismpower,sexismleash,sexism_hostile,sexism_hostile.rc,sexism,heardvideo,mattervideo,economy,worldpos,whitejobloss,whitegov1,whitegov2,whiteunfair,whitelaws,whiteid,americanid,immgoodecon_rc,immharmcult,immincreasecrime,negimm,rrfavors,rrslavery_rc,rrless_rc,rrtry,rrscale,muslimsviolent,auth1,auth2,auth3,auth4,auth,domspending,defensespending,fightisis,allowrefugees,raiseminwage,actclimate,aca,toopc,repwomen,repwomen.rc,demwomen
0,"White, nonHispanic",34,15,25,1,0,0,1,1,1,0,2,5,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,3,5,3,5,21,2,1,1,1,2,7,3,3,1,2,6,4,5,15,2,2,1,4,7,11,9,1,5,4,2,1,0,0,0,1,1,3,4,1,1,6,1,1,2,1,5,5,1,1,1,1,4,5,2,4,6,4,7,7,2,1,7,7
1,"Black, nonHispanic",33,10,13,0,0,0,1,6,1,0,4,3,2,1,Barack Obama,0,1,Hillary Clinton,0,0,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,21,1,5,1,1,1,9,1,5,1,,6,2,3,11,3,2,3,3,8,10,11,1,5,3,2,,1,2,2,,,3,4,1,4,9,2,3,4,4,13,5,3,1,1,1,6,,,4,4,3,6,4,2,1,7,6
1,"White, nonHispanic",60,9,20,1,0,0,4,6,7,1,6,4,1,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,0,0,0,,0,0,1,1,1,1,2,6,4,4,4,4,5,21,1,5,1,4,2,4,3,9,1,3,1,1,5,13,6,1,2,1,1,2,0,0,0,3,1,5,3,3,3,9,4,4,5,3,16,5,3,3,1,1,8,2,7,7,1,3,1,1,1,4,4,4
0,"White, nonHispanic",62,13,28,0,0,0,3,1,2,0,4,5,3,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,0,0,0,,,,,,4,2,3,2,4,15,3,2,2,1,2,10,1,5,1,4,4,4,4,12,4,3,3,2,8,10,12,1,3,4,2,2,0,0,0,3,5,5,4,2,2,8,5,4,4,4,17,4,3,1,1,1,6,5,4,6,5,4,4,6,3,2,6,6
0,"White, nonHispanic",28,14,17,0,0,0,3,4,7,1,6,4,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,0,0,0,,0,0,1,1,1,1,1,5,4,5,5,5,5,24,1,5,3,4,1,3,4,8,5,3,2,4,9,9,14,1,2,3,2,5,0,0,0,5,3,5,4,3,3,10,3,3,3,2,11,5,3,3,1,1,8,1,5,6,1,3,4,1,2,3,5,2
0,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],52,14,7,1,0,0,4,4,5,1,5,4,2,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,0,0,0,,0,0,1,1,1,1,1,5,4,4,5,4,5,22,1,5,1,5,4,4,4,12,5,3,4,3,10,8,15,1,3,2,1,,1,1,1,,3,5,4,2,3,9,5,4,5,2,16,5,3,3,1,1,8,3,6,1,1,3,2,1,3,5,3,2
0,"White, nonHispanic",73,14,26,1,0,0,1,1,1,0,1,5,3,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,0,0,0,,,,,,3,1,5,1,4,14,1,1,1,1,1,5,5,1,1,4,7,5,5,17,1,1,1,1,3,15,4,1,5,3,2,1,1,3,3,4,1,2,5,1,1,7,1,1,1,1,4,4,1,1,1,1,4,7,3,1,7,4,7,1,1,1,7,7
1,"White, nonHispanic",90,9,2,0,0,0,3,4,1,0,4,4,2,0,,,0,,,,,,,,,,1,Hillary Clinton,0,0,1,0,,,,,,,5,4,5,4,5,23,1,1,1,1,1,5,3,3,1,6,6,4,4,14,4,4,4,4,12,6,16,1,4,4,2,1,1,2,2,3,1,4,2,4,3,9,4,2,2,1,9,2,3,1,1,3,8,4,4,4,2,4,4,5,2,1,7,7
1,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],59,10,8,0,0,0,4,3,1,0,4,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,1,0,0,,,,,,4,4,5,3,5,21,1,1,1,1,1,5,1,5,5,4,6,3,4,13,3,3,3,3,9,9,12,0,,1,2,,1,3,3,,1,5,3,4,3,10,1,3,1,1,6,5,3,3,3,3,12,5,,6,4,4,7,7,1,1,7,6
0,"White, nonHispanic",68,8,1,1,0,0,1,2,6,1,4,4,2,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,0,0,0,0,0,,0,0,4,2,4,2,3,15,4,2,3,2,3,14,1,5,1,6,7,2,4,13,4,4,3,2,9,9,13,1,4,3,2,3,1,2,2,5,4,5,4,4,2,10,5,2,2,4,13,6,3,3,3,3,12,4,6,7,1,3,7,7,1,1,7,7
0,"White, nonHispanic",82,13,5,1,0,0,4,5,1,0,4,3,3,1,Mitt Romney,1,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,2,1,,,,,,,,,1,,,,5,3,5,4,4,21,3,2,2,2,3,12,4,2,1,,,,,,3,3,3,2,8,10,11,,,2,2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,4,3,2,,,
1,"Black, nonHispanic",90,10,11,0,0,0,4,6,1,0,4,5,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,1,5,4,5,20,3,4,2,1,2,12,3,3,2,4,4,4,4,12,3,3,3,3,9,9,12,1,1,4,3,,0,0,0,,,4,3,3,3,9,3,3,3,3,12,2,3,3,3,3,12,,,4,1,4,4,4,3,4,4,6
0,"Black, nonHispanic",30,9,11,0,0,0,3,3,1,0,4,2,2,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,2,5,2,5,19,1,1,1,1,1,5,1,5,1,6,7,5,5,17,3,1,2,4,7,11,10,1,5,5,3,,1,3,3,,,4,3,2,2,7,3,3,3,3,12,1,3,3,3,3,12,,3,6,1,4,7,7,1,1,7,7
0,"Black, nonHispanic",49,10,24,1,0,0,4,2,1,0,4,2,3,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,,,,,,,4,2,4,4,4,18,1,1,1,1,1,5,1,5,1,2,7,4,3,14,3,3,4,3,10,8,13,1,3,2,2,,1,3,3,,,5,4,1,2,7,3,2,2,3,10,5,3,3,3,1,10,5,3,4,1,4,2,7,4,1,7,7
0,"White, nonHispanic",75,12,5,0,0,0,1,1,1,0,2,5,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,4,5,1,5,20,2,1,1,1,2,7,1,5,1,7,7,5,5,17,4,3,1,1,5,13,9,1,5,5,3,1,0,0,0,3,3,5,5,1,1,7,5,3,3,4,15,1,3,3,1,1,8,7,5,7,7,4,7,7,3,1,7,7
1,"White, nonHispanic",73,10,17,1,0,0,3,5,4,,6,4,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,1,1,0,0,0,,0,0,1,1,1,1,1,5,4,2,4,2,4,16,2,4,2,4,2,3,3,8,4,4,2,2,8,10,12,0,,3,1,5,1,2,2,5,5,5,2,3,4,9,5,4,4,2,15,7,3,3,1,1,8,3,5,2,1,3,4,4,4,4,4,4
1,"White, nonHispanic",9,9,11,,0,1,,,4,,4,2,2,1,Mitt Romney,1,0,,,,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,,,0,,0,0,2,1,5,1,2,11,5,4,5,4,5,23,,,,,,,,,,,,,,,,,,2,,,,0,,,,,,,,,,,,,,,,,,,,,9,,,,,2,,,,
0,"White, nonHispanic",34,15,28,1,0,0,1,1,3,0,4,4,2,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Other candidate,0,0,2,1,1,Gary Johnson,0,0,0,0,0,,,,,,4,2,5,2,5,18,2,1,4,1,4,12,2,4,1,4,6,4,4,14,2,2,1,1,4,14,6,1,3,4,2,1,0,0,0,3,1,2,5,1,1,7,2,2,3,1,8,4,1,1,1,1,4,4,2,4,5,3,7,6,3,1,7,4
1,"Black, nonHispanic",41,14,7,0,0,0,4,3,2,0,1,5,3,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,3,5,4,5,22,1,1,1,1,1,5,3,3,2,4,7,5,4,16,2,1,1,1,3,15,5,1,5,3,2,,1,3,3,,,3,5,1,1,7,1,1,5,1,8,1,1,1,1,1,4,5,4,4,6,4,7,7,1,1,7,7
0,Hispanic,26,13,7,0,0,0,1,1,1,0,4,4,2,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,1,2,,,,,,,,,,,,,5,2,5,2,5,19,1,1,1,1,1,5,3,3,1,,,,,,2,3,2,4,9,9,11,,,2,1,,,,,,,,,,,,,,,,,,,,,,,7,3,3,7,,7,7,1,,,
0,"White, nonHispanic",36,9,17,1,0,0,4,1,2,0,4,2,2,0,,,0,,,,,,,,,,,,,,,,,,,0,,,5,2,5,1,5,18,2,1,5,1,2,11,1,5,1,4,7,4,4,15,3,1,4,3,8,10,11,1,3,2,2,3,1,3,3,4,1,4,3,3,4,10,5,2,4,4,15,7,3,1,1,1,6,,,7,4,4,7,6,2,2,6,6
1,"White, nonHispanic",56,10,26,1,0,0,4,3,1,0,4,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,,,,,,,,,,,,,5,5,5,5,5,25,1,1,2,1,1,6,1,5,1,,,,,,2,1,1,1,3,15,5,,,2,2,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,,7,2,1,,,
0,"White, nonHispanic",76,10,27,1,0,0,1,1,5,1,4,4,2,0,,,0,,,,,,,,,,,,,,,,,,,0,,,4,2,5,2,5,18,2,1,1,1,1,6,3,3,1,4,6,4,4,14,1,2,2,1,5,13,6,1,4,3,1,2,0,0,0,3,4,4,3,1,2,6,2,2,2,2,8,2,3,3,1,1,8,,4,1,4,4,7,4,1,1,7,4
0,"White, nonHispanic",29,13,25,1,0,0,1,2,7,1,5,4,2,1,Mitt Romney,1,0,,,,0,,,,,,0,,,,,,,,1,0,,,4,1,2,2,3,12,1,1,2,1,1,6,2,4,2,4,4,4,4,12,1,1,1,1,3,15,4,1,5,4,1,1,0,0,0,2,2,4,4,2,2,8,3,4,4,4,15,3,3,1,1,1,6,3,4,5,5,3,4,2,2,2,6,6
0,"White, nonHispanic",20,10,4,0,0,0,1,1,1,0,2,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,5,4,5,4,5,23,2,1,1,1,2,7,3,3,1,4,6,5,5,16,2,1,1,1,3,15,5,1,5,4,2,1,1,2,2,1,2,1,4,1,1,6,1,1,2,1,5,2,1,1,1,1,4,5,2,4,6,4,7,6,2,1,7,7
1,"White, nonHispanic",9,16,,1,0,0,1,2,2,0,3,3,2,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,,,,,,,5,3,5,4,5,22,2,2,2,1,2,9,5,1,1,4,7,5,5,17,1,2,1,1,4,14,5,1,5,4,2,2,1,2,2,3,1,4,5,1,1,7,2,2,2,2,8,4,1,1,1,1,4,3,4,2,6,4,7,7,3,1,7,6
0,"White, nonHispanic",54,9,17,0,0,0,3,2,5,1,5,5,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,1,3,,,,,,,,,1,,,,2,1,4,1,1,9,4,4,5,2,5,20,1,5,5,,,,,,3,3,3,3,9,9,12,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,4,4,1,,2,1,4,,,
1,"White, nonHispanic",71,10,11,0,0,0,2,1,3,0,4,4,3,0,,,0,,,,,,,,,,,,,,,,,,,0,,,4,5,5,4,5,23,4,1,3,1,2,11,1,5,1,4,4,3,3,10,4,3,4,3,10,8,14,0,,3,1,3,1,1,1,5,5,5,4,1,3,8,4,1,3,3,11,4,3,3,3,3,12,2,4,1,4,4,7,6,1,6,2,4
0,"White, nonHispanic",49,10,24,0,0,0,4,3,7,1,6,4,3,1,Mitt Romney,1,0,,,,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,,,0,,0,0,3,1,2,1,2,9,5,3,5,3,5,21,1,5,4,4,4,4,4,12,3,3,3,4,10,8,13,1,2,2,1,3,1,2,2,3,2,4,4,3,3,10,5,4,3,4,16,5,3,3,3,1,10,2,5,4,1,3,4,2,4,4,4,4
1,"White, nonHispanic",35,14,26,1,0,0,1,1,1,0,2,3,2,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,,,,,,,4,4,4,4,5,21,2,1,2,1,2,8,4,2,1,2,6,4,4,14,1,2,1,2,5,13,6,1,3,4,2,1,1,1,1,1,1,2,5,1,1,7,1,1,1,1,4,3,1,1,1,1,4,5,3,4,5,4,6,7,2,1,7,6
1,Hispanic,74,9,1,0,0,0,3,5,4,,4,2,1,0,,,0,,,,0,,,,,,0,,,,,,,,,0,,,4,1,2,1,3,11,5,2,5,4,5,21,2,4,2,4,4,4,3,11,4,3,2,2,7,11,11,1,2,2,2,,1,3,3,,,4,3,2,4,9,5,3,4,5,17,5,3,3,3,1,10,,6,4,2,,6,6,4,4,4,
0,"White, nonHispanic",66,9,11,0,0,0,1,1,3,0,,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,4,16,3,4,3,4,3,17,1,5,1,,,,,,3,4,3,2,9,9,12,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,,4,6,2,,,
1,"White, nonHispanic",26,13,10,0,0,0,1,1,3,0,2,3,2,1,Other,0,0,,,,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,0,0,,,,,,,4,2,5,2,4,17,3,1,4,1,2,11,2,4,1,4,4,5,5,14,3,2,1,2,5,13,8,1,4,4,2,2,0,0,0,2,3,3,4,2,3,9,2,2,2,1,7,3,1,1,1,1,4,5,3,4,5,4,6,5,3,2,6,5
0,"White, nonHispanic",37,13,28,1,0,0,1,1,6,1,5,4,3,1,Mitt Romney,1,1,John Kasich,0,0,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,1,1,1,,0,,0,0,4,1,5,1,2,13,5,3,5,2,4,19,1,5,1,4,4,5,5,14,3,3,3,3,9,9,12,1,1,3,1,2,1,1,1,1,3,5,3,2,2,7,3,5,4,2,14,5,1,3,1,3,8,1,5,4,1,1,4,1,4,6,2,2
0,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],57,12,8,0,0,0,4,6,4,,4,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,2,1,1,Hillary Clinton,0,0,1,0,0,,,,,,4,2,4,2,4,16,3,1,2,1,2,9,,,,4,4,5,5,14,3,3,3,3,9,9,12,1,5,3,2,,0,0,0,,1,3,3,3,3,9,3,2,3,3,11,2,3,1,3,1,8,4,4,4,4,4,4,7,2,4,4,6
1,"White, nonHispanic",41,12,5,0,0,0,4,4,7,1,4,3,2,1,Mitt Romney,1,0,,,,,,,,,,1,Donald Trump,1,1,1,1,,,0,,0,0,1,1,1,1,1,5,5,4,5,4,5,23,1,5,3,4,4,4,3,11,5,2,1,1,4,14,9,1,1,2,1,2,1,1,1,3,3,4,2,3,4,9,5,5,5,3,18,5,3,3,3,1,10,4,4,7,2,4,5,2,4,6,2,6
0,"White, nonHispanic",48,8,19,1,0,0,1,1,5,1,3,5,3,0,,,0,,,,,,,,,,1,,,,,,,,,,,,2,4,2,4,2,14,5,4,5,2,4,20,1,5,1,4,4,3,4,11,3,4,4,3,11,7,14,1,3,4,2,3,1,2,2,2,3,4,2,4,3,9,4,1,2,4,11,3,3,3,1,1,8,6,5,7,1,4,7,6,3,4,4,6
0,"White, nonHispanic",67,9,15,0,0,0,4,1,4,,4,4,3,0,,,0,,,,1,Donald Trump,1,1,1,3,0,,,,,,,,,1,,,2,1,2,1,2,8,5,2,5,3,4,19,2,4,1,7,4,4,4,12,5,5,4,3,12,6,17,1,2,2,1,4,0,0,0,5,5,5,4,4,4,12,5,5,5,5,20,6,3,3,3,3,12,4,7,7,1,4,7,1,4,6,2,4
0,"White, nonHispanic",63,14,27,1,1,0,1,1,6,1,5,3,1,1,Mitt Romney,1,0,,,,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,0,0,,,0,,0,0,2,2,2,1,2,9,2,2,2,2,2,10,1,5,1,6,4,3,4,11,4,3,3,3,9,9,13,1,3,2,1,3,0,0,0,3,3,4,4,3,3,10,4,2,3,4,13,4,3,1,1,1,6,2,5,4,1,4,2,2,3,2,6,4
1,"White, nonHispanic",9,9,11,1,0,0,4,2,4,,4,3,2,1,Mitt Romney,1,0,,,,1,Donald Trump,1,1,2,4,,,,,,,,,1,,,,3,2,3,2,2,12,4,3,5,3,4,19,4,2,1,,,,,,4,2,4,4,10,8,14,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,6,2,3,,,
0,"White, nonHispanic",41,13,24,1,0,0,2,4,1,0,2,4,2,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,0,,,,,,,,,0,,,4,4,5,1,5,19,2,1,2,1,2,8,3,3,1,6,2,1,1,4,3,3,2,3,8,10,11,1,3,4,2,1,1,2,2,4,4,4,4,1,1,6,5,5,5,5,20,3,3,1,1,1,6,5,1,1,7,3,6,7,3,4,4,6
0,"White, nonHispanic",31,11,9,0,0,0,1,1,4,,4,1,1,0,,,0,,,,,,,,,,0,,,,,,,,,0,,,5,1,5,1,5,17,5,1,5,1,5,17,1,5,1,4,4,3,3,10,3,3,3,3,9,9,12,1,1,3,2,3,0,0,0,3,3,3,3,3,3,9,3,3,3,3,12,4,1,3,1,1,6,,,3,4,4,4,4,3,4,4,4
1,"White, nonHispanic",37,11,1,0,0,0,4,3,7,1,7,5,3,1,Barack Obama,0,0,,,,1,Donald Trump,1,1,1,3,,,,,,,,,,,,,1,1,1,1,1,5,5,5,5,5,5,25,2,4,1,,,,,,3,1,1,1,3,15,6,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,,7,1,4,,,
0,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],41,10,16,1,0,0,1,1,4,,4,2,2,0,,,0,,,,,,,,,,,,,,,,,,,1,,,1,1,5,1,1,9,1,1,5,1,1,9,1,5,1,4,7,4,4,15,1,3,3,3,9,9,10,1,1,1,1,,0,0,0,,,1,3,3,3,9,3,3,3,3,12,4,1,1,1,1,4,1,1,1,7,1,1,1,4,4,4,4
1,Hispanic,64,9,24,0,1,0,3,3,6,1,5,2,2,1,Mitt Romney,1,1,Marco Rubio,1,0,,,,,,,1,,,,,,,,1,,,,4,1,4,2,5,16,4,2,4,2,4,16,2,4,1,,,,,,2,3,2,1,6,12,8,,,3,2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,4,2,3,,,
0,"White, nonHispanic",55,11,3,0,1,0,2,1,7,1,3,4,3,1,Mitt Romney,1,1,Ted Cruz,1,0,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,0,0,1,1,0,,0,0,4,1,1,1,2,9,4,5,5,2,5,21,1,5,3,7,3,1,1,5,3,4,4,4,12,6,15,1,2,2,1,5,1,1,1,5,4,5,1,5,5,11,5,5,4,4,18,6,3,3,1,1,8,1,5,4,1,4,2,3,4,4,4,4
1,"White, nonHispanic",26,13,26,0,0,0,1,1,1,0,1,3,2,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,1,2,0,,,,,,,,,0,,,5,4,4,3,4,20,1,1,2,1,1,6,1,5,1,4,5,2,5,12,4,2,4,2,8,10,12,1,4,3,2,1,1,3,3,3,2,2,4,2,2,8,4,2,2,4,12,6,3,3,1,3,10,5,2,1,4,4,7,7,4,1,7,7
0,"White, nonHispanic",68,14,,1,0,0,3,3,7,1,6,5,2,1,Mitt Romney,1,1,Someone else who is not a Republican or Democrat,0,0,1,Donald Trump,1,1,1,3,,,,,,,,,1,,,,2,1,4,1,2,10,4,4,5,4,4,21,1,5,1,,,,,,4,4,3,2,9,9,13,,,3,1,,,,,,,,,,,,,,,,,,,,,,,2,6,6,1,,1,2,4,,,
1,"Black, nonHispanic",24,10,9,0,0,0,4,6,2,0,4,2,1,1,Barack Obama,0,0,,,,1,Hillary Clinton,0,0,2,1,0,,,,,,,,,0,,,5,4,5,4,5,23,3,1,5,1,4,14,,,,4,,,,,,,,,,,,1,3,3,2,,,0,,,,3,3,3,3,9,3,3,3,3,12,,,3,3,1,,,,2,,4,,7,,4,4,6
0,9. Missing,83,14,,1,0,0,4,6,3,0,2,4,3,1,Barack Obama,0,0,,,,,,,,,,1,,,,,,,,,,,,5,4,5,4,5,23,1,1,1,1,1,5,1,5,1,,,,,,4,3,4,4,11,7,15,,,3,2,,,,,,,,,,,,,,,,,,,,,,,4,4,2,6,,7,7,1,,,
0,"Native American or Alaska Native, nonHispanic",45,14,9,1,0,0,2,3,4,,4,5,2,1,,,0,,,,1,Other candidate,0,0,2,1,1,Hillary Clinton,0,0,0,0,,,,,,,4,1,4,2,4,15,4,2,5,2,5,18,3,3,2,4,1,3,4,8,3,3,3,3,9,9,12,1,1,2,1,,1,1,1,,,4,4,2,3,9,3,2,4,3,12,3,3,3,1,1,8,2,3,4,4,2,2,4,1,6,2,1
0,"White, nonHispanic",69,10,8,0,0,0,1,2,5,1,5,4,3,1,Mitt Romney,1,1,Another Republican,1,0,0,,,,,,1,Donald Trump,1,1,0,0,1,1,0,,0,0,1,1,1,1,1,5,3,3,4,2,4,16,1,5,2,4,2,3,3,8,4,1,2,1,4,14,8,1,2,3,1,4,1,1,1,4,4,3,3,4,4,11,5,5,5,4,19,5,3,3,1,1,8,2,6,1,2,4,4,1,4,4,4,4
1,Hispanic,25,9,11,0,1,0,3,3,4,,4,1,1,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,2,1,,,,,,,,,,,,,4,1,4,2,4,15,1,1,1,1,1,5,5,1,3,,,,,,3,3,2,2,7,11,10,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4,6,3,,,
1,"White, nonHispanic",60,11,23,1,0,0,4,4,6,1,6,3,2,1,Mitt Romney,1,1,Marco Rubio,1,0,1,Donald Trump,1,1,2,4,1,Donald Trump,1,1,1,1,1,1,0,,0,0,1,1,1,1,1,5,3,3,3,3,3,15,2,4,4,6,4,3,4,11,4,4,2,2,8,10,12,1,3,2,1,2,0,0,0,4,4,4,2,4,4,10,5,4,4,5,18,3,3,3,3,1,10,3,5,7,1,4,2,1,3,6,2,5
1,Other nonHispanic incl multiple races [WEB: blank 'Other' counted as a race],57,10,21,0,0,0,2,3,4,,4,2,2,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,1,,,,,,4,1,5,1,4,15,5,3,5,3,4,20,3,3,1,7,6,4,3,13,1,3,4,2,9,9,10,1,3,3,1,,1,2,2,,4,5,3,3,3,9,4,4,4,4,16,3,1,1,1,1,4,6,6,7,5,4,5,4,2,4,4,6
0,"White, nonHispanic",29,12,16,0,0,0,1,1,6,1,5,3,3,0,,,0,,,,1,Donald Trump,1,1,1,3,1,Donald Trump,1,1,1,1,,,,,1,,1,2,2,1,1,7,5,4,5,4,5,23,2,4,2,7,7,5,4,16,5,3,4,3,10,8,15,1,2,2,1,2,1,2,2,2,4,5,4,4,4,12,3,3,2,1,9,5,1,1,3,3,8,1,1,3,1,3,1,1,4,4,4,4
1,"White, nonHispanic",28,5,12,0,0,1,3,2,4,,4,2,1,0,,,0,,,,,,,,,,,,,,,,,,,0,,,5,1,5,1,4,16,4,2,4,2,5,17,3,3,4,4,6,4,4,14,4,2,3,3,8,10,12,0,,2,2,3,0,0,0,3,4,4,3,3,3,9,3,3,3,3,12,3,3,3,3,1,10,,,4,4,4,6,4,1,4,4,4
1,"White, nonHispanic",46,9,20,1,0,0,3,2,7,1,6,5,3,1,Mitt Romney,1,1,Donald Trump,1,1,1,Donald Trump,1,1,1,3,,,,,,,,,1,,,,1,1,1,1,1,5,5,5,5,4,5,24,1,5,3,,,,,,1,3,2,1,6,12,7,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,,4,1,2,,,
1,"White, nonHispanic",70,13,7,0,0,0,4,5,1,0,3,4,3,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,1,0,0,,,,,,4,4,5,4,5,22,1,1,2,1,1,6,3,3,1,4,6,5,4,15,4,4,1,1,6,12,10,1,1,3,2,1,1,3,3,1,3,4,5,1,1,7,2,3,2,1,8,2,1,1,1,1,4,4,4,2,7,4,7,7,2,1,7,7
0,"White, nonHispanic",81,14,26,1,0,0,1,1,2,0,4,2,1,1,Barack Obama,0,1,Hillary Clinton,0,0,1,Hillary Clinton,0,0,1,2,1,Hillary Clinton,0,0,0,0,0,,,,,,5,2,5,2,5,19,4,1,4,1,2,12,1,5,1,4,7,5,4,16,4,3,1,1,5,13,9,1,3,3,2,1,0,0,0,5,4,5,3,4,4,11,1,1,1,5,8,4,3,3,3,1,10,6,5,2,2,4,6,7,2,4,4,7
0,"White, nonHispanic",60,13,2,0,0,0,4,2,1,0,5,4,3,1,Barack Obama,0,1,Bernie Sanders,0,0,1,Hillary Clinton,0,0,2,1,1,Gary Johnson,0,0,1,0,0,,,,,,2,1,2,1,2,8,2,1,2,1,2,8,1,5,1,2,6,4,4,14,4,3,3,3,9,9,13,1,1,3,1,3,1,2,2,1,3,3,4,2,2,8,5,4,4,3,16,6,3,3,3,1,10,4,6,2,2,4,6,6,4,2,6,5
1,"White, nonHispanic",53,13,28,1,1,0,3,4,4,,4,4,3,1,Mitt Romney,1,0,,,,1,Gary Johnson,0,0,2,1,,,,,,,,,1,,,,3,3,4,2,3,15,4,3,4,2,3,16,5,1,1,,,,,,4,1,1,1,3,15,7,,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,,6,1,2,,,
1,Hispanic,51,9,16,1,0,0,4,6,2,0,4,2,1,1,Barack Obama,0,0,,,,0,,,,,,,,,,,,,,,,,,5,2,5,2,4,18,1,1,2,1,2,7,3,3,3,,,,,,3,4,3,3,10,8,13,,,2,1,,,,,,,,,,,,,,,,,,,,,,,6,2,1,4,,7,6,1,,,
